video_id,suggestions,response
glLQrEijrKg_000300.mp4,[],"In the video, a man is performing on a piano. He is holding two sheet music books, while playing the piano keys. There is a piano in front of him. There are also two bowls and a cup on the piano. The man seems to be playing music, possibly a song or performing some classical piano techniques. The music sounds pleasant, and he is likely using his fingers on the keys to create the desired sound and melody."
LDoXsip0BEQ_000177.mp4,[],"In the video, a bird is sitting on a wooden chair or perch in a room. The bird appears to be perched on the back of the chair, looking down or looking up, and may have been startled by a noise. There is a person near the bird who seems to be observing or interacting with it. The sound in the video is most likely related to the bird's behavior, such as its reaction to a noise or the person's actions, like the sound of a door opening or someone walking. Overall, the scene captures a moment of interaction or observation between the bird and the person in the room."
6jiO0tPLK7U_000090.mp4,[],"In the video, two basketball players are involved in a game on a court. One player is dribbling the ball while the other player is jumping up with the ball in their hands. The game seems intense and exciting, as there is a crowd watching them play. The players' actions, along with the court's layout and the presence of spectators, make it evident that they are engaging in an organized, competitive basketball match. The player with the ball is likely trying to pass it to their teammate or dribble towards the basket while the other player is trying to intercept the pass or block the shot."
cRlp5v9BHeE_000011.mp4,[],"In the video, a person is performing actions on a road using a car and a bicycle. The person is riding a bicycle and has a car nearby. They are making hand gestures towards the car. There are other people in the background, and the scene seems to be taking place at night. The individual is also talking on a cell phone. Overall, the scene captures the person's interactions with the car, the bicycle, and other individuals, as well as the use of a cell phone."
WgZ8KAnnTb8_000030.mp4,[],"In the video, a female character is sitting on a chair and throwing a tennis ball. A boy character wearing a batman costume is sitting on another chair and looking at the ball she just threw. They both appear to be engaged in a fun and casual activity."
ATnl-fq5nAk_000030.mp4,[],"In the video, a person is playing the guitar, using their hands to fret and strum the strings. The guitar player is also seen making a funny face while playing. The guitar's strings are visible, and their position is determined by the hand position of the person. The sound of the guitar being played and the person's facial expression add to the entertaining and visually engaging aspects of the video."
20Nlj7Cz4E0_000030.mp4,[],"In this video, a man is seen dancing behind a small glass window, likely performing an interpretive dance for an audience. There are two other individuals, one located to the left and the other to the right of the man dancing. The video captures sounds of the man singing, the sound of a person clapping, and the man performing his dance, all of which contribute to the overall ambiance of the scene."
2P1uwGQfaPA_000004.mp4,['raining'],"In the video, there is a character wearing a white and red shirt. The character is punching another person, likely in a martial arts training. There are other people watching in the background. The sound of a man hitting another man while wearing a white and red shirt can be heard. Additionally, a person in a black and white striped shirt is seen observing the scene, and there is a black and white cat in the vicinity."
NlCfScKw_Mk_000030.mp4,[],"In this video, a man is playing the piano and making a video recording of himself. He is using the middle and ring fingers of his left hand, which are both pressing down the keys on the piano. The man is seen looking at the camera while playing, which is crucial for capturing the performance on camera. While playing the piano, he also presses some buttons on the keyboard that seem to be used for recording purposes. The sound of the piano and the man's playing are clearly audible during the video."
W1nb2hIeDKc_000021.mp4,[],"In the video, a person is holding a tennis racket and is about to serve a ball. The ball is suspended in the air and the racket is held back, getting ready to strike the ball. During this action, the person is heard saying ""two"" which serves as a count for the person's next swing. They are also wearing gloves on their hands, possibly for grip and protection. The ball is placed above the racket and is aimed at the server, showing that they are in the midst of a tennis serve."
QDppmIicknY_000030.mp4,[],"In this video, a man is performing with a wooden tuba-like instrument, blowing into it and creating a sound. He is also pointing towards other people in the scene, as if he is drawing their attention to something specific. Another person is holding a bird and pointing at something, possibly another person or a specific spot. The scene appears to be outdoors, with a group of people gathered together."
apZT-WEJ--A_000175.mp4,[],"In the video, a person is performing an action where they wrap caramel around their fingers and bite into it. They say ""mmmm"" while doing so. This video seems to be a demonstration of how to eat caramel."
7rzEesL55fM_000340.mp4,[],"In the video, a woman is walking down a street while talking on her cell phone. She has a handbag and is dressed in a black outfit. The sounds include the woman's conversation on her cell phone, ambient sounds from the street, and occasional footsteps as she walks. The woman appears to be busy multitasking, as she is both walking and talking on her phone."
BLXwpGCn2KQ_000030.mp4,[],"In the video, a man and a woman are performing a duet on stage with their hands on the keys. The man is playing the violin and the woman is playing the cello. The stage is lit by white lights, and they are accompanied by music. The performers are using their right hands to play the instruments, creating a captivating musical performance for the audience."
xElEg-6DBtM_000018.mp4,[],"In the video, a person is jumping off a wall, and it appears to be a woman. She is wearing a tank top and jeans. There are multiple birds in the background, and a dog is present as well. The dog can be seen in different positions within the scene, either in motion or standing. The woman's jump could be an action of fun or a form of entertainment, possibly to capture the attention of the birds or to engage in an exciting activity with the dog. The sound of the jump adds to the excitement of the scene, emphasizing the dynamic nature of the action."
XOI5jgUu3fA_000442.mp4,[],"In the video, a person is working on an object by adjusting a pair of wires, possibly soldering them. The person is using a tool to hold the wires, and there is also a soldering iron being used. The person is focused on making sure the connections are secure and working properly. There is also a sound in the background, but it is unclear what it is. The main actions being performed are connecting and adjusting the wires."
hsmrvZEc_uw_000150.mp4,[],"In the video, a person is performing various actions with a keyboard and a violin. They are holding the keyboard and the violin and seem to be practicing or playing music. Additionally, the person appears to be playing notes simultaneously with the keyboard and the violin, creating a harmonious sound. As they perform these actions, the person also appears to be listening to the sounds produced by the instruments, possibly tuning or adjusting the sound for a better composition."
si_IAMPOXlQ_000170.mp4,[],"In the video, a person is playing a video game using a Wii remote controller. They are raising their hands and performing an action with the controller. The video captures the player mimicking the action of throwing a ball. Additionally, there are four people in the video, but the focus is on the individual playing the video game. The Wii remote controller is being used to control the character's movements on the screen, and the sound of the person playing the game can be heard throughout the video."
2rK6HBRC8HQ_000040.mp4,['orchestra'],"In the video, a conductor is leading an orchestra in a performance, while an audience listens attentively. The conductor is holding a baton, using it to signal the tempo and direction of the music. The audience is seated on chairs, facing the stage where the musicians are performing. Some of the audience members are also wearing name tags, indicating that the event may be a formal or organized gathering. The background contains potted plants, contributing to the ambiance of the venue. Overall, the scene captures the excitement and engagement between the conductor and the orchestra, while the audience listens intently, enjoying the performance."
qJ2cY646opA_000000.mp4,[],"In the video, two women are acting out a scene involving a man pinning down one woman while she interacts with another. One woman is seated on a chair, and the other woman is standing beside her. The woman in the chair is holding an object in her mouth, possibly making sounds. The two women engage in various physical actions, such as pushing, slapping, and grabbing each other. The man is standing behind the woman sitting on the chair and pulling her towards him, while another man watches from a distance. Additionally, there is a dog in the scene, positioned on the floor near the women in action."
2uYTNgvxVwk_000257.mp4,['raining'],"In the video, a man is standing in front of a large whiteboard, using a dry erase marker to write on it. He appears to be explaining or teaching something to the people in the room. Meanwhile, the people in the room are actively listening and attentive, as indicated by their focused gaze. The dry erase marker being used in this setting suggests that it could be a lesson, presentation, or training session. The people in the room appear to be engaged and attentive, likely to learn and understand the content being taught by the man."
8vohm5gaLs8_000049.mp4,[],"In the video, a person is playing a game of bowling, where the player throws a bowling ball down a lane, trying to knock down as many pins as possible. The player can be seen holding the ball and standing near the foul line. The sound of the ball being thrown can be heard, along with the sounds of the pins being knocked down. The player's actions include stretching out their hand, positioning the ball, and releasing it as they aim to hit the target of the pins placed on the lane."
-XxUW9gW6mc_000060.mp4,[],"In the video, two sheep are being herded through a wire fence. One sheep is grazing on a tree, and the other is moving behind the first one. They are both being led through the fence by a person on horseback, who is positioned to the left of the sheep. The sounds heard in the video include the person on horseback whispering or talking to the sheep, the sheep grazing and moving through the fence, and any ambient sounds in the environment."
wjmMSonpdT0_000030.mp4,[],"In the video, a woman is leaning out of the back of a truck, holding on to the door, while a man is standing on the truck bed nearby. The woman is wearing a black hat and black pants. The sound of the truck engine and the wind are audible in the background. These actions suggest that they may be performing a stunt or a trick involving balancing on the truck bed and enjoying the thrill of being in a high-risk situation."
DUlxiX4ri1Q_000045.mp4,[],"In the video, a person is standing next to a closed time clock on a glass surface, and the person appears to be playing with it by clicking or clicking and dragging it. There are multiple instances of clicking and dragging. The person is also touching and clicking on the time clock several times. The person appears to be making some form of interaction with the time clock using their finger, possibly for the purpose of testing its functionality or engaging with it in a playful manner."
DiBKqoKUjOk_000080.mp4,[],"In the video, a person is flying a kite in a sky filled with clouds, as it soars through the clouds. The person is holding the string that connects the kite to the kite line. The person is also heard making a comment about a movie. The sound of the kite string being wound up and the soaring of the kite in the video create an engaging and active atmosphere."
KPG9s_s8siA_000030.mp4,[],"In the video, four musicians are performing music on four different music stands. One musician is playing the violin, another one is playing the cello, and the other two musicians are playing the trumpet and the cello. The violinist is sitting on the right side of the stands, while the cellist and trumpeter are located on the left side. The video captures the musicians interacting with their respective instruments, creating a harmonious musical performance. They all wear black shirts and stand up with their music stands to showcase their skills, playing different instruments on each stand. The video also shows some music notes displayed at the beginning, emphasizing the importance of their musical practice."
Flusa6-SaDM_000090.mp4,[],"In this video, a horse is being ridden and a dog is following close behind. Both the rider and the dog appear to be in motion. The sounds captured in the video include the horse and rider's movements as they ride together, while the dog makes some sounds, possibly due to excitement or its interaction with the horse and rider. The scene seems to be dynamic, showcasing the connection between the horse, the rider, and the dog."
4q9NPjOpWy8_000146.mp4,[],"In the video, a person is capturing a bird in flight, and another person is filming the bird. The first person uses a camera and a tripod to focus on the bird, while the other person uses a cell phone to record the bird. As a result, the two people are performing actions such as capturing the bird with the camera, positioning the tripod, and operating the cell phone. Additionally, the bird is also flying and interacting with the environment. The sounds in the video include the sounds of the camera, cell phone, camera tripod, and the bird in flight, making it a dynamic and lively representation of the actions taking place."
2XQzahrQ_tE_000025.mp4,[],"In the video, there is a surfer riding a wave in the ocean. The surfer is wearing a wetsuit and is balancing on the surfboard. As the wave moves along, the surfer rides it, displaying skill and control over their surfboard. The sound of the waves can be heard in the background, creating a soothing and rhythmic atmosphere for the viewer to enjoy."
MVLEz28ZdFU_000010.mp4,[],"In the video, a woman is blowing on a candle, while an older couple sits next to each other. The woman is making a silly face and winking while performing this action. Additionally, there are two wine glasses in the scene, suggesting that the older couple might be sharing a toast. The woman's actions and expressions create a lighthearted and entertaining atmosphere in the video."
h_GXTAWpJC8_000002.mp4,[],"In the video, a dog is sitting and standing on the sidewalk, possibly under a fence. The dog appears to be wagging its tail as it looks around, likely observing its surroundings. Additionally, a person is visible in the background, either standing or walking, but their actions are not focused on in this specific description."
QXnFAcMyAHA_000030.mp4,[],"In this video, a woman dressed in red is playing the violin. She is sitting on a chair and holding the instrument. She is accompanied by a man playing a drum, who is standing behind her. The woman's performance is accompanied by a melody that can be heard clearly. Additionally, there is a man singing a song, and he is likely providing lyrics or additional melody to complement the woman's violin performance. The overall atmosphere of the video is engaging and dynamic."
JrZZVNhUDtY_000127.mp4,[],"In this video, a person is snowboarding on a snow-covered slope while being photographed by another person. As the snowboarder glides down the snow-filled slope, they hear the sound of the snowboard moving on the snow, their snowboard sliding, and the snowboarder's breath being heard as they exert themselves in the activity. Meanwhile, the photographer captures the action by clicking their camera. Both participants are enjoying the thrilling experience of snowboarding down the mountain slope."
0_8-g2rof7E_000049.mp4,[],"In the video, a man is performing a workout with a pair of weights, specifically a dumbbell. The man is squatting down while holding the weights and lifting them, while a heartbeat sound plays in the background."
EIzBD62ja8E_000030.mp4,[],"The video features a man playing the guitar, singing, and possibly playing the drums in a room. The man is holding the guitar, while his head is tilted to the side, indicating that he is focused on his performance. There is also a clock present in the scene, suggesting that the performance is happening at a specific time. No drums are visible in the scene, indicating that the man is not actively playing the drums during this performance."
asKuYgAcyIk_000030.mp4,[],"In the video, there are multiple actions being performed. The main focus is a man riding a scooter down the street, followed by another man on a moped and a car in the background. The sounds of the scooter, moped, and car engine can be heard. Additionally, there are people standing in the street, which implies that the scene is taking place on a busy street with ongoing traffic. People are either standing or walking, adding more elements to the busy atmosphere."
tV3rvUSlVnY_000030.mp4,[],"In the video, a group of men is performing actions involving music and handbells. One man, who appears to be the leader, stands in front of the other musicians who are playing handbells in sync with the music. The men are performing a brass band performance, with various musical elements like melody, rhythm, and harmony. The sound of the bells, in combination with the music, creates a joyful and energetic atmosphere."
N0c6P3Po5J0_000062.mp4,[],"In the video, a cat is standing on top of a bird cage and looking at a bird inside the cage. The sound of the cat's paw on the cage is audible, along with the bird's chirping. The cat appears to be curious, perhaps trying to figure out a way to get to the bird or simply observing the bird."
aEYwqY-Zt_k_000011.mp4,[],"In this video, a woman is playing a flute while a young horse (with long hair) stands nearby. The woman blows into the flute, creating sound. The horse seems to be curiously watching the woman play the flute. This scene showcases an interaction between humans and animals in an outdoor setting."
DfEOfuu863Q_000016.mp4,[],"In the video, a woman is standing near a table with a blue and white umbrella on it, possibly using a cell phone. The scene has multiple people, and a handbag is also present on the table. Some people in the background are seen talking and interacting with each other. The woman with the cell phone appears to be engaged in a conversation, possibly looking at her phone while standing next to the umbrella on the table. The woman's handbag is placed on the table, and there are multiple bottles around her and the table, suggesting that she might be in a public setting."
qoo1sZq09pQ_000180.mp4,['orchestra'],"In the video, a man is playing a cello on stage, and a conductor is leading an orchestra. The cello is performing beautiful melodies as the conductor conducts the orchestra. This creates a captivating and harmonious sound that appeals to the audience."
9PdzaYwgQBE_000030.mp4,[],"In the video, a man is using a small motor to turn on a car battery. He is using a pair of pliers and the battery, which generates a spark, to create an electrolysis process. There are several sounds and actions happening in the video, including the man pressing a button on the motor to turn on the battery, the man using the pliers to hold the battery, the battery emitting a loud spark, and the man being in a room with various objects, such as bottles and books."
xw3yx95ZsLg_000030.mp4,[],"In the video, a person is performing yoga and meditating in a peaceful setting, underneath an image of the Hindu goddess Kali. They are sitting cross-legged on a cushion and posing in the ""shuni mudra"" or ""peaceful repose"" pose. The person can be seen to be holding something in their hand. Various sound effects are present in the background, adding to the atmosphere of the practice."
oeNMiCqg9JA_000106.mp4,[],"In the video, a woman is taking a selfie in a mirror using her cell phone. She is pressing a button on her cell phone while looking at herself in the mirror. At the same time, a sound can be heard, but it's not clear what the sound represents. The woman's reflection appears to be looking down, and her hair is visible. Overall, the video depicts a woman capturing a selfie in a mirror, focusing on her reflection while using her cell phone to take the photo."
1NkUBIl2Plw_000030.mp4,[],"In the video, there are two people standing, one of whom is holding a cell phone while the other is holding a handbag. The person holding the cell phone is filming the other person. This video is set against a dark background and captures a moment of their day. The sound of the person holding the cell phone filming can be heard along with the activities of the people in the scene."
mcYd-WlyCIw_000006.mp4,[],"In the video, a man is sitting at a desk with an electronic device, likely an electronic organ or keyboard. He is using a touch-screen electronic organ to play different types of sounds and press buttons on the device. There is also a clock on the desk, suggesting that the person might be playing music for a certain duration or based on a specific time schedule. The electronic organ appears to have various buttons and keys for different sound effects and functions, enabling the person to play diverse musical elements and perform various tasks."
